Area,Year,ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
Namibia,1990,44250,285,42,20.4
Namibia,1991,59000,285,39,19.92
Namibia,1992,51933,285,48,20.36
Namibia,1993,43846,285,56,20.43
Namibia,1994,52500,285,56,20.14
Namibia,1995,55172,285,56,20.76
Namibia,1996,43846,285,56,19.79
Namibia,1997,46361,285,56,19.97
Namibia,1998,49336,285,56,20.83
Namibia,1999,36440,285,56,20.62
Namibia,2000,50847,285,56,20.26
Namibia,2001,60464,285,56,20.37
Namibia,2002,63724,285,56,20.76
Namibia,2004,41622,285,56,21.01
Namibia,2005,45255,285,56,20.46
Namibia,2006,59308,285,56,19.42
Namibia,2007,51342,285,56,20.49
Namibia,2008,61420,285,56,20.18
Namibia,2009,67214,285,56,20.02
Namibia,2010,61022,285,56,20.62
Namibia,2011,61267,285,56,19.26
Namibia,2012,61692,285,56,20.11
Namibia,2013,62084,285,56,20.73
Nepal,1990,14149,1500,60.11,15.11
Nepal,1991,14103,1500,60.11,14.94
Nepal,1992,13338,1500,60.11,14.95
Nepal,1993,12460,1500,60.11,15.16
Nepal,1994,14704,1500,60.11,15.3
Nepal,1995,14416,1500,60.11,15.3
Nepal,1996,15500,1500,70.43,15.37
Nepal,1997,16072,1500,80.75,14.5
Nepal,1998,15463,1500,91.07,15.49
Nepal,1999,16955,1500,101.39,15.78
Nepal,2000,17931,1500,111.72,15.13
Nepal,2001,18063,1500,122.04,15.41
Nepal,2002,18859,1500,132.36,15.44
Nepal,2004,20873,1500,153,15.36
Nepal,2005,21344,1500,127.99,15.53
Nepal,2006,20745,1500,128.73,15.92
Nepal,2007,21563,1500,344.06,15.54
Nepal,2008,22252,1500,353.43,15.27
Nepal,2009,19338,1500,209.52,15.91
Nepal,2010,21289,1500,332.01,15.96
Nepal,2011,22747,1500,342.92,15.12
Nepal,2012,24123,1500,410.32,15.2
Nepal,2013,22902,1500,454.53,15.79
Netherlands,1990,76528,778,9729,10.63
Netherlands,1991,76608,778,9338,9.32
Netherlands,1992,80154,778,9030,10.39
Netherlands,1993,87712,778,10505,9.47
Netherlands,1994,80674,778,8646,10.45
Netherlands,1995,86189,778,12601,10.25
Netherlands,1996,89612,778,8923,8.32
Netherlands,1997,77309,778,10568,10.03
Netherlands,1998,76956,778,11762,10.18
Netherlands,1999,83311,778,11152,10.74
Netherlands,2000,83592,778,11382.84,10.75
Netherlands,2001,79447,778,9424.73,10.24
Netherlands,2002,78145,778,9700.44,10.64
Netherlands,2004,89149,778,10655.4,10.27
Netherlands,2005,85932,778,10703.85,10.48
Netherlands,2006,83940,778,10461.35,10.97
Netherlands,2007,72714,778,12073.15,11.04
Netherlands,2008,87295,778,10777.08,10.42
Netherlands,2009,92919,778,9857.2,10.33
Netherlands,2010,89092,778,9586.03,8.84
Netherlands,2011,77812,778,10953.91,10.73
Netherlands,2012,85870,778,11348.39,10.08
Netherlands,2013,87412,778,10720.17,9.54
New Zealand,1990,48842,1732,3490,13.64
New Zealand,1991,48149,1732,3490,12.82
New Zealand,1992,50543,1732,3490,12.14
New Zealand,1993,53698,1732,3489,12.35
New Zealand,1994,54145,1732,3515,12.89
New Zealand,1995,46823,1732,3904,13.15
New Zealand,1996,54738,1732,3499,13.07
New Zealand,1997,56607,1732,3249,12.77
New Zealand,1998,62160,1732,3055.16,13.97
New Zealand,1999,60610,1732,2535.3,13.87
New Zealand,2000,62095,1732,3634.3,13.4
New Zealand,2001,74286,1732,3333.2,13.58
New Zealand,2002,71467,1732,4170,13.28
New Zealand,2004,65501,1732,4050,12.76
New Zealand,2005,80920,1732,4058,13.63
New Zealand,2006,68963,1732,4388,13.04
New Zealand,2007,84966,1732,4939,13.44
New Zealand,2008,81120,1732,5857,13.55
New Zealand,2009,74918,1732,5086,12.84
New Zealand,2010,81241,1732,5086,13.54
New Zealand,2011,72858,1732,5086,13.46
New Zealand,2012,89245,1732,5086,12.89
New Zealand,2013,91053,1732,5086,13.57
Niger,1990,28889,151,62,29.71
Niger,1991,26000,151,62,29.4
Niger,1992,28000,151,62,28.99
Niger,1993,22000,151,62,29.64
Niger,1994,28800,151,62,29.05
Niger,1995,34444,151,62,29.56
Niger,1996,21250,151,22,29.71
Niger,1997,20000,151,34,29.73
Niger,1998,21882,151,36,29.97
Niger,1999,21115,151,26,29.65
Niger,2000,19855,151,62,29.43
Niger,2001,18412,151,31,29.46
Niger,2002,10606,151,29.44,29.71
Niger,2004,17019,151,26.31,29.8
Niger,2005,17276,151,24.75,30.02
Niger,2006,14992,151,21.12,29.78
Niger,2007,14894,151,30.57,29.85
Niger,2008,18096,151,12.04,29.3
Niger,2009,18696,151,7.32,30.32
Niger,2010,19868,151,11.49,30.32
Niger,2011,19770,151,10.59,30.1
Niger,2012,16537,151,21.37,29.61
Niger,2013,30090,151,21.37,30.42
Norway,1990,46634,1414,1183,4.55
Norway,1991,46547,1414,760,3.4
Norway,1992,35295,1414,767.9,3.83
Norway,1993,51096,1414,749,2.72
Norway,1994,28362,1414,848,2.74
Norway,1995,47468,1414,913.14,3.08
Norway,1996,45258,1414,698.25,1.88
Norway,1997,43101,1414,735.43,3.87
Norway,1998,46878,1414,934.02,3.06
Norway,1999,44533,1414,802.02,3.73
Norway,2000,46025,1414,348.24,4.52
Norway,2001,40738,1414,512.66,2.68
Norway,2002,40994,1414,799.19,3.57
Norway,2004,47668,1414,827.45,3.79
Norway,2005,48925,1414,518.94,4.26
Norway,2006,41634,1414,696.34,4.43
Norway,2007,43973,1414,722.07,3.96
Norway,2008,48653,1414,800.9,4.16
Norway,2009,34069,1414,534.56,3.31
Norway,2010,45975,1414,698.98,1.3
Norway,2011,38517,1414,823.96,4.14
Norway,2012,41011,1414,813.93,3.09
Norway,2013,38841,1414,761.97,3.5
Pakistan,1990,18249,494,5299,24.81
Pakistan,1990,18249,494,5299,23.14
Pakistan,1990,18249,494,5299,27
Pakistan,1990,18249,494,5299,23.14
Pakistan,1990,18249,494,5299,26.39
Pakistan,1990,18249,494,5299,24.81
Pakistan,1990,18249,494,5299,26.23
Pakistan,1990,18249,494,5299,19.36
Pakistan,1990,18249,494,5299,23.14
Pakistan,1991,18410,494,5962,24.38
Pakistan,1991,18410,494,5962,22.48
Pakistan,1991,18410,494,5962,26.98
Pakistan,1991,18410,494,5962,22.48
Pakistan,1991,18410,494,5962,26.34
Pakistan,1991,18410,494,5962,24.38
Pakistan,1991,18410,494,5962,25.87
Pakistan,1991,18410,494,5962,18.48
Pakistan,1991,18410,494,5962,22.48
Pakistan,1992,19910,494,5518,24.31
Pakistan,1992,19910,494,5518,22.36
Pakistan,1992,19910,494,5518,26.91
Pakistan,1992,19910,494,5518,22.36
Pakistan,1992,19910,494,5518,26.36
Pakistan,1992,19910,494,5518,24.31
Pakistan,1992,19910,494,5518,25.71
Pakistan,1992,19910,494,5518,18.34
Pakistan,1992,19910,494,5518,22.36
Pakistan,1993,19466,494,4945,25.04
Pakistan,1993,19466,494,4945,23.08
Pakistan,1993,19466,494,4945,27.72
Pakistan,1993,19466,494,4945,23.08
Pakistan,1993,19466,494,4945,27.25
Pakistan,1993,19466,494,4945,25.04
Pakistan,1993,19466,494,4945,26.51
Pakistan,1993,19466,494,4945,18.91
Pakistan,1993,19466,494,4945,23.08
Pakistan,1994,18935,494,6183,24.78
Pakistan,1994,18935,494,6183,22.93
Pakistan,1994,18935,494,6183,26.87
Pakistan,1994,18935,494,6183,22.93
Pakistan,1994,18935,494,6183,26.36
Pakistan,1994,18935,494,6183,24.78
Pakistan,1994,18935,494,6183,26.13
Pakistan,1994,18935,494,6183,18.78
Pakistan,1994,18935,494,6183,22.93
Pakistan,1995,20811,494,7681,24.58
Pakistan,1995,20811,494,7681,22.61
Pakistan,1995,20811,494,7681,27.11
Pakistan,1995,20811,494,7681,22.61
Pakistan,1995,20811,494,7681,26.63
Pakistan,1995,20811,494,7681,24.58
Pakistan,1995,20811,494,7681,26.09
Pakistan,1995,20811,494,7681,18.68
Pakistan,1995,20811,494,7681,22.61
Pakistan,1996,20184,494,11955,24.43
Pakistan,1996,20184,494,11955,22.61
Pakistan,1996,20184,494,11955,27.17
Pakistan,1996,20184,494,11955,22.61
Pakistan,1996,20184,494,11955,26.5
Pakistan,1996,20184,494,11955,24.43
Pakistan,1996,20184,494,11955,25.92
Pakistan,1996,20184,494,11955,18.72
Pakistan,1996,20184,494,11955,22.61
Pakistan,1997,20533,494,16936,23.76
Pakistan,1997,20533,494,16936,22.14
Pakistan,1997,20533,494,16936,26.82
Pakistan,1997,20533,494,16936,22.14
Pakistan,1997,20533,494,16936,26.29
Pakistan,1997,20533,494,16936,23.76
Pakistan,1997,20533,494,16936,25.16
Pakistan,1997,20533,494,16936,18.62
Pakistan,1997,20533,494,16936,22.14
Pakistan,1998,22376,494,18406,24.91
Pakistan,1998,22376,494,18406,23.11
Pakistan,1998,22376,494,18406,27.89
Pakistan,1998,22376,494,18406,23.11
Pakistan,1998,22376,494,18406,27.36
Pakistan,1998,22376,494,18406,24.91
Pakistan,1998,22376,494,18406,26.41
Pakistan,1998,22376,494,18406,19.15
Pakistan,1998,22376,494,18406,23.11
Pakistan,1999,21698,494,20450,25.5
Pakistan,1999,21698,494,20450,23.8
Pakistan,1999,21698,494,20450,27.54
Pakistan,1999,21698,494,20450,23.8
Pakistan,1999,21698,494,20450,27.14
Pakistan,1999,21698,494,20450,25.5
Pakistan,1999,21698,494,20450,26.8
Pakistan,1999,21698,494,20450,19.84
Pakistan,1999,21698,494,20450,23.8
Pakistan,2000,24907,494,27885,25.32
Pakistan,2000,24907,494,27885,23.6
Pakistan,2000,24907,494,27885,27.73
Pakistan,2000,24907,494,27885,23.6
Pakistan,2000,24907,494,27885,27.12
Pakistan,2000,24907,494,27885,25.32
Pakistan,2000,24907,494,27885,26.71
Pakistan,2000,24907,494,27885,19.68
Pakistan,2000,24907,494,27885,23.6
Pakistan,2001,23254,494,11871,25.18
Pakistan,2001,23254,494,11871,23.62
Pakistan,2001,23254,494,11871,27.7
Pakistan,2001,23254,494,11871,23.62
Pakistan,2001,23254,494,11871,27.28
Pakistan,2001,23254,494,11871,25.18
Pakistan,2001,23254,494,11871,26.5
Pakistan,2001,23254,494,11871,19.79
Pakistan,2001,23254,494,11871,23.62
Pakistan,2002,22621,494,10881.83,25.61
Pakistan,2002,22621,494,10881.83,23.83
Pakistan,2002,22621,494,10881.83,27.88
Pakistan,2002,22621,494,10881.83,23.83
Pakistan,2002,22621,494,10881.83,27.2
Pakistan,2002,22621,494,10881.83,25.61
Pakistan,2002,22621,494,10881.83,27
Pakistan,2002,22621,494,10881.83,19.7
Pakistan,2002,22621,494,10881.83,23.83
Pakistan,2004,23733,494,8903.48,25.55
Pakistan,2004,23733,494,8903.48,23.78
Pakistan,2004,23733,494,8903.48,27.94
Pakistan,2004,23733,494,8903.48,23.78
Pakistan,2004,23733,494,8903.48,27.5
Pakistan,2004,23733,494,8903.48,25.55
Pakistan,2004,23733,494,8903.48,26.96
Pakistan,2004,23733,494,8903.48,19.93
Pakistan,2004,23733,494,8903.48,23.78
Pakistan,2005,25858,494,7914.31,24.66
Pakistan,2005,25858,494,7914.31,22.8
Pakistan,2005,25858,494,7914.31,27.21
Pakistan,2005,25858,494,7914.31,22.8
Pakistan,2005,25858,494,7914.31,26.8
Pakistan,2005,25858,494,7914.31,24.66
Pakistan,2005,25858,494,7914.31,26.04
Pakistan,2005,25858,494,7914.31,18.75
Pakistan,2005,25858,494,7914.31,22.8
Pakistan,2006,25186,494,6925.13,25.17
Pakistan,2006,25186,494,6925.13,23.28
Pakistan,2006,25186,494,6925.13,27.29
Pakistan,2006,25186,494,6925.13,23.28
Pakistan,2006,25186,494,6925.13,26.73
Pakistan,2006,25186,494,6925.13,25.17
Pakistan,2006,25186,494,6925.13,26.46
Pakistan,2006,25186,494,6925.13,19.53
Pakistan,2006,25186,494,6925.13,23.28
Pakistan,2007,27156,494,5935.96,25.16
Pakistan,2007,27156,494,5935.96,23.33
Pakistan,2007,27156,494,5935.96,27.69
Pakistan,2007,27156,494,5935.96,23.33
Pakistan,2007,27156,494,5935.96,27.21
Pakistan,2007,27156,494,5935.96,25.16
Pakistan,2007,27156,494,5935.96,26.53
Pakistan,2007,27156,494,5935.96,19.5
Pakistan,2007,27156,494,5935.96,23.33
Pakistan,2008,24514,494,4946.79,24.89
Pakistan,2008,24514,494,4946.79,23.21
Pakistan,2008,24514,494,4946.79,27.23
Pakistan,2008,24514,494,4946.79,23.21
Pakistan,2008,24514,494,4946.79,26.74
Pakistan,2008,24514,494,4946.79,24.89
Pakistan,2008,24514,494,4946.79,26.33
Pakistan,2008,24514,494,4946.79,19.34
Pakistan,2008,24514,494,4946.79,23.21
Pakistan,2009,26568,494,3957.61,25.37
Pakistan,2009,26568,494,3957.61,23.62
Pakistan,2009,26568,494,3957.61,27.88
Pakistan,2009,26568,494,3957.61,23.62
Pakistan,2009,26568,494,3957.61,27.41
Pakistan,2009,26568,494,3957.61,25.37
Pakistan,2009,26568,494,3957.61,26.68
Pakistan,2009,26568,494,3957.61,19.3
Pakistan,2009,26568,494,3957.61,23.62
Pakistan,2010,25528,494,2968.44,25.48
Pakistan,2010,25528,494,2968.44,23.75
Pakistan,2010,25528,494,2968.44,28
Pakistan,2010,25528,494,2968.44,23.75
Pakistan,2010,25528,494,2968.44,27.45
Pakistan,2010,25528,494,2968.44,25.48
Pakistan,2010,25528,494,2968.44,26.79
Pakistan,2010,25528,494,2968.44,19.52
Pakistan,2010,25528,494,2968.44,23.75
Pakistan,2011,28328,494,1979.27,24.98
Pakistan,2011,28328,494,1979.27,23.36
Pakistan,2011,28328,494,1979.27,27.41
Pakistan,2011,28328,494,1979.27,23.36
Pakistan,2011,28328,494,1979.27,27.02
Pakistan,2011,28328,494,1979.27,24.98
Pakistan,2011,28328,494,1979.27,26.32
Pakistan,2011,28328,494,1979.27,19.53
Pakistan,2011,28328,494,1979.27,23.36
Pakistan,2012,27138,494,990.09,24.87
Pakistan,2012,27138,494,990.09,23.1
Pakistan,2012,27138,494,990.09,27.23
Pakistan,2012,27138,494,990.09,23.1
Pakistan,2012,27138,494,990.09,26.75
Pakistan,2012,27138,494,990.09,24.87
Pakistan,2012,27138,494,990.09,26.11
Pakistan,2012,27138,494,990.09,18.74
Pakistan,2012,27138,494,990.09,23.1
Pakistan,2013,27957,494,0.92,25.95
Pakistan,2013,27957,494,0.92,24.27
Pakistan,2013,27957,494,0.92,27.9
Pakistan,2013,27957,494,0.92,24.27
Pakistan,2013,27957,494,0.92,27.21
Pakistan,2013,27957,494,0.92,25.95
Pakistan,2013,27957,494,0.92,27.38
Pakistan,2013,27957,494,0.92,19.98
Pakistan,2013,27957,494,0.92,24.27
Peru,1990,10847,1738,3134,16.84
Peru,1991,8553,1738,3134,17.15
Peru,1992,13304,1738,3134,17.96
Peru,1993,14812,1738,3134,17.56
Peru,1994,12420,1738,3134,17.31
Peru,1995,12643,1738,3134,17.26
Peru,1996,12499,1738,3755,16.45
Peru,1997,11150,1738,4307,18.62
Peru,1998,11648,1738,4374,18.13
Peru,1999,12877,1738,4029,16.65
Peru,2000,12797,1738,5175,17.02
Peru,2001,12465,1738,8414.17,16.95
Peru,2002,13456,1738,8322.88,17.44
Peru,2004,13872,1738,8941.22,17.29
Peru,2005,13440,1738,10227.74,17.02
Peru,2006,13360,1738,12074.5,17.61
Peru,2007,12562,1738,9011.14,16.68
Peru,2008,13839,1738,12598.66,17.34
Peru,2009,14315,1738,11531.33,17.4
Peru,2010,14224,1738,15590.54,16.97
Peru,2011,14719,1738,15436.91,17.03
Peru,2012,14891,1738,18885.82,17.68
Peru,2013,14976,1738,17942.97,17
Poland,1990,39575,600,5422,9.2
Poland,1991,38032,600,5422,7.9
Poland,1992,30635,600,7363,8.65
Poland,1993,33279,600,8825,7.67
Poland,1994,31817,600,9330,8.78
Poland,1995,36015,600,7136,8.16
Poland,1996,34574,600,9824,6.71
Poland,1997,32064,600,9501,7.81
Poland,1998,36243,600,8699,8.17
Poland,1999,35042,600,8466,8.96
Poland,2000,32268,600,8848,9.56
Poland,2001,35336,600,8855,8.26
Poland,2002,38539,600,10358,9.14
Poland,2004,42811,600,8726,8.33
Poland,2005,39545,600,16039,8.43
Poland,2006,32447,600,17101,8.64
Poland,2007,39381,600,18721,9.32
Poland,2008,40716,600,20611.02,9.51
Poland,2009,41725,600,18493.03,8.5
Poland,2010,44290,600,19449.02,7.67
Poland,2011,41348,600,21779.27,8.84
Poland,2012,41438,600,21885.99,8.48
Poland,2013,44367,600,22204.46,9.32
Portugal,1990,14269,854,9357,16.55
Portugal,1991,20982,854,9357,16.09
Portugal,1992,12914,854,6117,15.95
Portugal,1993,16861,854,8985,15.33
Portugal,1994,19667,854,9580,16.12
Portugal,1995,13872,854,11815,17.23
Portugal,1996,17139,854,12457,16.12
Portugal,1997,11905,854,12750,17.1
Portugal,1998,10151,854,14389,16.4
Portugal,1999,15986,854,15411,16.09
Portugal,2000,15678,854,15470,16.23
Portugal,2001,8371,854,15503,16.2
Portugal,2002,17904,854,17452,16.19
Portugal,2004,15625,854,16942,16.31
Portugal,2005,6644,854,16353,16.43
Portugal,2006,23847,854,15702,16.84
Portugal,2007,18630,854,16682.39,16.11
Portugal,2008,23028,854,17080.26,16.12
Portugal,2009,17008,854,13984.91,16.84
Portugal,2010,14305,854,13774.18,16.5
Portugal,2011,12002,854,14024.98,16.91
Portugal,2012,10766,854,12444.24,16.24
Portugal,2013,17635,854,10126.8,16.77
Qatar,1990,22996,74,3,27.38
Qatar,1991,23048,74,3,26.77
Qatar,1992,23088,74,3,26.22
Qatar,1993,23103,74,3,27.1
Qatar,1994,23065,74,3,27.59
Qatar,1995,22969,74,4,27.16
Qatar,1996,22881,74,6,27.66
Qatar,1997,23077,74,21.5,27.23
Qatar,1998,22951,74,37,28.48
Qatar,1999,23056,74,52.5,28.62
Qatar,2000,23056,74,68,28.06
Qatar,2001,23333,74,68,28.36
Qatar,2002,22727,74,68,28.25
Qatar,2004,24444,74,68,28.2
Qatar,2005,23333,74,68,28.09
Qatar,2006,20000,74,68,28.12
Qatar,2007,23188,74,68,28.23
Qatar,2008,30000,74,68,27.92
Qatar,2009,23333,74,68,28.17
Qatar,2010,22500,74,68,28.93
Qatar,2011,23636,74,68,28.23
Qatar,2012,22857,74,68,28.54
Qatar,2013,22632,74,68,28.68
Romania,1990,32351,637,25255,12.26
Romania,1991,25406,637,19898,10.55
Romania,1992,21950,637,15134,11.55
Romania,1993,23291,637,24252,10.78
Romania,1994,25435,637,21811,12.7
Romania,1995,30903,637,20113,11.21
Romania,1996,17645,637,17425,10.71
Romania,1997,30103,637,15349,10.46
Romania,1998,25963,637,13979,11.37
Romania,1999,27993,637,11280,12.34
Romania,2000,22996,637,9427.4,12.44
Romania,2001,30449,637,7871.1,11.9
Romania,2002,20580,637,7875.7,12.24
Romania,2004,34775,637,6778.2,11.63
Romania,2005,29985,637,7565.7,11.25
Romania,2006,27737,637,6733.2,11.63
Romania,2007,16100,637,6314,12.99
Romania,2008,34222,637,7193.7,12.5
Romania,2009,24305,637,6548.7,12.47
Romania,2010,27000,637,7249.2,11.94
Romania,2011,36650,637,6582.9,11.26
Romania,2012,26593,637,6418.7,12.33
Romania,2013,34786,637,6947.9,13.94
Rwanda,1990,11811,1212,157,19.39
Rwanda,1991,12333,1212,107,19.22
Rwanda,1992,11455,1212,97,19.54
Rwanda,1993,12000,1212,127.4,19.53
Rwanda,1994,11852,1212,157.8,19.55
Rwanda,1995,10442,1212,188.2,19.81
Rwanda,1996,11357,1212,218.6,19.31
Rwanda,1997,9557,1212,249,19.78
Rwanda,1998,7263,1212,157,19.79
Rwanda,1999,6974,1212,152,19.35
Rwanda,2000,6416,1212,147,19.59
Rwanda,2001,7694,1212,72,19.5
Rwanda,2002,6171,1212,106.34,19.77
Rwanda,2004,7987,1212,159.54,19.93
Rwanda,2005,9083,1212,222.92,20.29
Rwanda,2006,8510,1212,288.72,20.02
Rwanda,2007,8948,1212,398.11,19.6
Rwanda,2008,12968,1212,321.75,19.56
Rwanda,2009,17079,1212,1187.6,19.84
Rwanda,2010,15631,1212,953.85,20.12
Rwanda,2011,20478,1212,181.6,19.59
Rwanda,2012,21680,1212,925.52,19.79
Rwanda,2013,19924,1212,1841.5,19.93
Saudi Arabia,1990,46461,59,994,25.86
Saudi Arabia,1990,46461,59,994,25.7
Saudi Arabia,1991,45030,59,994,25.94
Saudi Arabia,1991,45030,59,994,25.43
Saudi Arabia,1992,44609,59,994,24.74
Saudi Arabia,1992,44609,59,994,24.37
Saudi Arabia,1993,44886,59,994,25.9
Saudi Arabia,1993,44886,59,994,25.42
Saudi Arabia,1994,45503,59,994,26.26
Saudi Arabia,1994,45503,59,994,26.08
Saudi Arabia,1995,44720,59,994,26.33
Saudi Arabia,1995,44720,59,994,25.64
Saudi Arabia,1996,43821,59,994,26.37
Saudi Arabia,1996,43821,59,994,26.28
Saudi Arabia,1997,44497,59,2513,25.88
Saudi Arabia,1997,44497,59,2513,25.49
Saudi Arabia,1998,44999,59,2683.37,26.48
Saudi Arabia,1998,44999,59,2683.37,26.73
Saudi Arabia,1999,42526,59,2853.74,26.75
Saudi Arabia,1999,42526,59,2853.74,26.92
Saudi Arabia,2000,42640,59,3024.11,26.62
Saudi Arabia,2000,42640,59,3024.11,26.55
Saudi Arabia,2001,49081,59,3194.48,26.6
Saudi Arabia,2001,49081,59,3194.48,26.67
Saudi Arabia,2002,48875,59,3364.86,26.63
Saudi Arabia,2002,48875,59,3364.86,26.44
Saudi Arabia,2004,53066,59,3705.6,26.53
Saudi Arabia,2004,53066,59,3705.6,26.2
Saudi Arabia,2005,54175,59,3875.97,26.47
Saudi Arabia,2005,54175,59,3875.97,26.27
Saudi Arabia,2006,56172,59,4046.34,26.42
Saudi Arabia,2006,56172,59,4046.34,26.24
Saudi Arabia,2007,56844,59,4216.71,26.58
Saudi Arabia,2007,56844,59,4216.71,26.49
Saudi Arabia,2008,60877,59,4372.61,26.64
Saudi Arabia,2008,60877,59,4372.61,26.21
Saudi Arabia,2009,58833,59,4528.51,26.9
Saudi Arabia,2009,58833,59,4528.51,26.71
Saudi Arabia,2010,61474,59,4684.4,27.3
Saudi Arabia,2010,61474,59,4684.4,27.37
Saudi Arabia,2011,61429,59,4840.3,26.57
Saudi Arabia,2011,61429,59,4840.3,26.4
Saudi Arabia,2012,59254,59,4996.2,27.02
Saudi Arabia,2012,59254,59,4996.2,26.83
Saudi Arabia,2013,64333,59,5412.5,27.57
Saudi Arabia,2013,64333,59,5412.5,27.78
Slovenia,1992,41937,1162,1309,10.78
Slovenia,1993,38430,1162,1112,10.19
Slovenia,1994,43300,1162,944,11.33
Slovenia,1995,42300,1162,987,10.14
Slovenia,1996,39000,1162,953,9.24
Slovenia,1997,41557,1162,1245,10.18
Slovenia,1998,48279,1162,1091,10.42
Slovenia,1999,37087,1162,1133,10.51
Slovenia,2000,42492,1162,1468,11.45
Slovenia,2001,46036,1162,1387,10.74
Slovenia,2002,48943,1162,1164.1,11.18
Slovenia,2004,45339,1162,1557.98,10.06
Slovenia,2005,47005,1162,1383.88,9.62
Slovenia,2006,41907,1162,1280.98,10.56
Slovenia,2007,41616,1162,1155.23,11.31
Slovenia,2008,45265,1162,1218.15,11.09
Slovenia,2009,39643,1162,1162.87,11.06
Slovenia,2010,48044,1162,1134.37,10
Slovenia,2011,51770,1162,1121.91,11.02
Slovenia,2012,54376,1162,1016.08,11.12
Slovenia,2013,43528,1162,917.49,11.58
South Africa,1990,10934,495,16582,20.56
South Africa,1990,10934,495,16582,15.56
South Africa,1990,10934,495,16582,18.91
South Africa,1990,10934,495,16582,15.56
South Africa,1991,14916,495,16582,21.06
South Africa,1991,14916,495,16582,15.56
South Africa,1991,14916,495,16582,18.86
South Africa,1991,14916,495,16582,15.56
South Africa,1992,17653,495,16582,21.53
South Africa,1992,17653,495,16582,16.48
South Africa,1992,17653,495,16582,19.95
South Africa,1992,17653,495,16582,16.48
South Africa,1993,18454,495,16582,21.32
South Africa,1993,18454,495,16582,16.01
South Africa,1993,18454,495,16582,19.32
South Africa,1993,18454,495,16582,16.01
South Africa,1994,17561,495,16582,20.65
South Africa,1994,17561,495,16582,15.1
South Africa,1994,17561,495,16582,18.48
South Africa,1994,17561,495,16582,15.1
South Africa,1995,14507,495,18025,20.73
South Africa,1995,14507,495,18025,15.77
South Africa,1995,14507,495,18025,19.23
South Africa,1995,14507,495,18025,15.77
South Africa,1996,20961,495,19508,20.49
South Africa,1996,20961,495,19508,15.23
South Africa,1996,20961,495,19508,18.49
South Africa,1996,20961,495,19508,15.23
South Africa,1997,17575,495,21596,20.57
South Africa,1997,17575,495,21596,15.38
South Africa,1997,17575,495,21596,18.64
South Africa,1997,17575,495,21596,15.38
South Africa,1998,25295,495,24304,21.22
South Africa,1998,25295,495,24304,16.11
South Africa,1998,25295,495,24304,19.42
South Africa,1998,25295,495,24304,16.11
South Africa,1999,24137,495,26098.8,21.64
South Africa,1999,24137,495,26098.8,16.09
South Africa,1999,24137,495,26098.8,19.27
South Africa,1999,24137,495,26098.8,16.09
South Africa,2000,25997,495,26857,20.74
South Africa,2000,25997,495,26857,15.13
South Africa,2000,25997,495,26857,18.26
South Africa,2000,25997,495,26857,15.13
South Africa,2001,25708,495,26857,21.25
South Africa,2001,25708,495,26857,15.68
South Africa,2001,25708,495,26857,18.92
South Africa,2001,25708,495,26857,15.68
South Africa,2002,25906,495,26857,21.07
South Africa,2002,25906,495,26857,15.88
South Africa,2002,25906,495,26857,19.28
South Africa,2002,25906,495,26857,15.88
South Africa,2004,20325,495,26857,21.11
South Africa,2004,20325,495,26857,15.49
South Africa,2004,20325,495,26857,18.75
South Africa,2004,20325,495,26857,15.49
South Africa,2005,23665,495,26857,21.14
South Africa,2005,23665,495,26857,16.29
South Africa,2005,23665,495,26857,19.74
South Africa,2005,23665,495,26857,16.29
South Africa,2006,27516,495,26857,20.86
South Africa,2006,27516,495,26857,15.26
South Africa,2006,27516,495,26857,18.42
South Africa,2006,27516,495,26857,15.26
South Africa,2007,30142,495,26857,21.07
South Africa,2007,30142,495,26857,15.9
South Africa,2007,30142,495,26857,18.98
South Africa,2007,30142,495,26857,15.9
South Africa,2008,28476,495,26857,20.89
South Africa,2008,28476,495,26857,15.75
South Africa,2008,28476,495,26857,18.91
South Africa,2008,28476,495,26857,15.75
South Africa,2009,30475,495,26857,20.71
South Africa,2009,30475,495,26857,15.44
South Africa,2009,30475,495,26857,18.67
South Africa,2009,30475,495,26857,15.44
South Africa,2010,25623,495,26857,21.54
South Africa,2010,25623,495,26857,16.11
South Africa,2010,25623,495,26857,19.31
South Africa,2010,25623,495,26857,16.11
South Africa,2011,33157,495,26857,20.72
South Africa,2011,33157,495,26857,15.49
South Africa,2011,33157,495,26857,18.75
South Africa,2011,33157,495,26857,15.49
South Africa,2012,37476,495,26857,21.24
South Africa,2012,37476,495,26857,15.89
South Africa,2012,37476,495,26857,19.14
South Africa,2012,37476,495,26857,15.89
South Africa,2013,36993,495,26857,21.31
South Africa,2013,36993,495,26857,14.98
South Africa,2013,36993,495,26857,18
South Africa,2013,36993,495,26857,14.98
Spain,1990,23789,636,39562,17.3
Spain,1990,23789,636,39562,12.68
Spain,1990,23789,636,39562,17.36
Spain,1991,24592,636,39147,16.37
Spain,1991,24592,636,39147,11.92
Spain,1991,24592,636,39147,16.58
Spain,1992,19426,636,31839,16.35
Spain,1992,19426,636,31839,11.89
Spain,1992,19426,636,31839,16.65
Spain,1993,24492,636,29408,16.28
Spain,1993,24492,636,29408,11.12
Spain,1993,24492,636,29408,16.4
Spain,1994,21843,636,31244,17.51
