hotel,week_no,no_of_days,adults,reserved_room_type,daily_rate
Resort Hotel,31,5,2,A,164
Resort Hotel,31,6,3,A,183.45
Resort Hotel,31,6,2,A,159.6
Resort Hotel,31,6,2,A,120.6
Resort Hotel,31,7,2,E,164
Resort Hotel,31,7,2,G,219.43
Resort Hotel,31,7,2,A,134
Resort Hotel,31,7,2,E,164
Resort Hotel,31,7,2,A,107.2
Resort Hotel,31,7,2,D,102.72
Resort Hotel,31,1,2,D,114.85
Resort Hotel,31,1,2,D,114.85
Resort Hotel,31,2,2,D,135
Resort Hotel,31,3,2,G,195
Resort Hotel,31,3,2,D,173
Resort Hotel,31,4,2,A,107
Resort Hotel,31,4,2,A,107
Resort Hotel,31,4,2,F,164
Resort Hotel,31,5,2,D,138.8
Resort Hotel,31,5,2,D,154
Resort Hotel,31,5,2,D,135
Resort Hotel,31,6,2,A,103.18
Resort Hotel,31,8,2,D,115.5
Resort Hotel,31,10,2,A,90.95
Resort Hotel,31,4,2,A,108.54
Resort Hotel,31,4,2,A,146
Resort Hotel,31,5,2,D,165.4
Resort Hotel,31,5,2,A,134
Resort Hotel,31,5,2,A,133
Resort Hotel,31,5,3,H,240
Resort Hotel,31,5,2,A,157
Resort Hotel,31,1,2,H,188
Resort Hotel,31,5,2,A,133
Resort Hotel,31,5,2,A,145
Resort Hotel,31,5,2,A,134
Resort Hotel,31,5,2,A,134
Resort Hotel,31,5,2,D,186
Resort Hotel,31,7,2,A,90.95
Resort Hotel,31,7,2,F,141.65
Resort Hotel,31,7,2,D,99.24
Resort Hotel,31,6,2,A,108.06
Resort Hotel,31,7,2,A,90.95
Resort Hotel,31,8,2,A,148.63
Resort Hotel,31,1,2,D,173
Resort Hotel,31,1,1,A,107
Resort Hotel,31,1,1,A,114
Resort Hotel,31,1,2,A,153
Resort Hotel,31,2,2,A,153
Resort Hotel,31,3,3,G,250.33
Resort Hotel,31,3,2,A,146.67
Resort Hotel,31,3,2,D,154
Resort Hotel,31,3,2,A,120.6
Resort Hotel,31,3,2,C,280.74
Resort Hotel,31,4,2,A,193
Resort Hotel,31,3,2,A,146.67
Resort Hotel,31,3,2,D,154
Resort Hotel,31,4,2,E,154.5
Resort Hotel,31,4,2,A,120.6
Resort Hotel,31,5,2,A,137.8
Resort Hotel,31,9,2,E,160
Resort Hotel,31,9,2,D,125.89
Resort Hotel,31,9,2,D,125.89
Resort Hotel,31,7,2,D,126.71
Resort Hotel,31,1,2,F,188
Resort Hotel,31,1,2,A,153
Resort Hotel,31,1,2,D,173
Resort Hotel,31,1,2,D,173
Resort Hotel,31,2,1,A,120
Resort Hotel,31,2,2,A,154.8
Resort Hotel,31,2,2,D,192
Resort Hotel,31,2,2,A,153
Resort Hotel,31,2,2,A,120.6
Resort Hotel,31,2,2,D,192
Resort Hotel,31,2,2,A,120.6
Resort Hotel,31,2,2,E,164
Resort Hotel,31,2,2,H,219.5
Resort Hotel,31,2,2,A,192.5
Resort Hotel,31,3,2,A,149.7
Resort Hotel,31,3,2,A,111.92
Resort Hotel,31,3,2,A,120.6
Resort Hotel,31,3,2,A,149.7
Resort Hotel,31,3,2,D,173
Resort Hotel,31,3,2,A,112
Resort Hotel,31,4,1,A,57.6
Resort Hotel,31,4,2,G,214
Resort Hotel,31,4,2,A,172
Resort Hotel,31,5,1,D,157.8
Resort Hotel,31,6,2,E,170.33
Resort Hotel,31,10,2,E,119.25
Resort Hotel,31,2,2,A,96.3
Resort Hotel,31,3,2,A,118.06
Resort Hotel,31,3,2,A,118.06
Resort Hotel,31,1,2,D,154
Resort Hotel,31,1,2,F,202
Resort Hotel,31,1,2,A,134
Resort Hotel,31,1,2,F,202
Resort Hotel,31,1,2,G,252
Resort Hotel,31,1,2,G,233
Resort Hotel,31,1,2,D,211
Resort Hotel,31,1,2,D,211
Resort Hotel,31,5,2,C,237
Resort Hotel,31,7,2,A,188.29
Resort Hotel,31,6,2,A,120.6
Resort Hotel,31,7,2,C,177.14
Resort Hotel,31,7,2,G,222.14
Resort Hotel,31,7,2,A,127.82
Resort Hotel,31,7,2,D,194.14
Resort Hotel,31,7,2,A,120.6
Resort Hotel,31,7,2,A,144.53
Resort Hotel,31,7,3,E,185
Resort Hotel,31,8,2,A,96.3
Resort Hotel,31,8,2,D,193.13
Resort Hotel,31,9,2,E,210.78
Resort Hotel,31,10,2,C,169
Resort Hotel,31,10,2,D,174.7
Resort Hotel,31,14,2,C,135.53
Resort Hotel,31,14,1,A,172
Resort Hotel,32,1,2,A,144
Resort Hotel,32,2,2,A,162.5
Resort Hotel,32,5,2,E,209.6
Resort Hotel,32,5,2,E,209.6
Resort Hotel,32,7,3,E,195.5
Resort Hotel,32,6,2,A,186
Resort Hotel,32,6,2,D,163.5
Resort Hotel,32,7,2,A,180.28
Resort Hotel,32,7,2,C,174.76
Resort Hotel,32,9,2,D,116.85
Resort Hotel,32,7,2,A,159
Resort Hotel,32,14,2,D,104.55
Resort Hotel,32,1,2,C,144.76
Resort Hotel,32,2,2,D,205
Resort Hotel,32,4,2,D,123
Resort Hotel,32,5,2,D,173
Resort Hotel,32,5,2,C,220.55
Resort Hotel,32,7,2,D,162.14
Resort Hotel,32,7,2,A,119.7
Resort Hotel,32,7,1,E,77.54
Resort Hotel,32,7,2,A,120.6
Resort Hotel,32,7,2,A,153
Resort Hotel,32,1,2,A,172
Resort Hotel,32,3,1,F,221
Resort Hotel,32,3,2,A,153
Resort Hotel,32,4,2,C,230.5
Resort Hotel,32,4,2,C,230.5
Resort Hotel,32,4,2,D,211
Resort Hotel,32,5,2,D,241
Resort Hotel,32,6,2,D,211
Resort Hotel,32,7,2,A,90.95
Resort Hotel,32,7,2,A,188.29
Resort Hotel,32,7,2,A,90.95
Resort Hotel,32,10,2,D,187.8
Resort Hotel,32,1,2,D,172
Resort Hotel,32,1,2,A,171.9
Resort Hotel,32,1,2,L,200
Resort Hotel,32,3,2,A,149.4
Resort Hotel,32,4,2,D,154
Resort Hotel,32,4,2,A,148.25
Resort Hotel,32,4,2,A,172
Resort Hotel,32,5,2,E,183
Resort Hotel,32,5,2,D,242.6
Resort Hotel,32,4,3,A,172
Resort Hotel,32,7,2,A,168.71
Resort Hotel,32,8,2,A,166
Resort Hotel,32,1,1,A,112
Resort Hotel,32,1,2,A,172
Resort Hotel,32,3,2,A,120.6
Resort Hotel,32,3,2,E,126
Resort Hotel,32,3,2,G,268
Resort Hotel,32,4,2,E,173
Resort Hotel,32,5,2,D,149.2
Resort Hotel,32,5,2,A,217.2
Resort Hotel,32,4,3,D,239.3
Resort Hotel,32,6,2,A,181.5
Resort Hotel,32,8,2,D,154
Resort Hotel,32,8,2,D,173
Resort Hotel,32,10,3,G,181.9
Resort Hotel,32,1,2,A,114
Resort Hotel,32,2,2,H,267
Resort Hotel,32,2,2,D,226
Resort Hotel,32,2,2,D,173
Resort Hotel,32,2,2,D,211
Resort Hotel,32,2,2,A,191
Resort Hotel,32,3,2,D,173
Resort Hotel,32,3,2,E,173
Resort Hotel,32,4,2,G,277.5
Resort Hotel,32,4,2,A,134
Resort Hotel,32,4,2,A,153
Resort Hotel,32,4,2,D,186
Resort Hotel,32,4,2,A,107.2
Resort Hotel,32,5,2,E,221
Resort Hotel,32,6,2,A,202
Resort Hotel,32,7,2,C,169
Resort Hotel,32,7,2,C,133.5
Resort Hotel,32,7,2,A,154.38
Resort Hotel,32,7,2,A,154.38
Resort Hotel,32,7,2,D,205
Resort Hotel,32,9,2,A,121.39
Resort Hotel,32,1,2,A,171.9
Resort Hotel,32,1,2,E,164
Resort Hotel,32,2,2,A,134
Resort Hotel,32,2,2,G,250
Resort Hotel,32,2,2,E,208
Resort Hotel,32,2,2,C,181
Resort Hotel,32,3,2,A,172
Resort Hotel,32,3,2,D,157.59
Resort Hotel,32,4,2,A,211.75
Resort Hotel,32,4,2,G,246
Resort Hotel,32,4,2,A,108.54
Resort Hotel,32,6,2,D,186
Resort Hotel,32,7,2,D,205
Resort Hotel,32,7,2,D,154
Resort Hotel,32,7,2,A,200.71
Resort Hotel,32,7,2,G,252
Resort Hotel,32,7,2,C,135.2
Resort Hotel,32,7,2,C,276.43
Resort Hotel,32,7,2,F,228
Resort Hotel,32,7,2,A,133
Resort Hotel,32,7,2,D,205
Resort Hotel,32,7,2,A,134
Resort Hotel,32,7,2,A,119.7
Resort Hotel,32,7,2,A,90.95
Resort Hotel,32,7,2,A,138
Resort Hotel,32,7,2,A,134
Resort Hotel,32,8,1,E,173
Resort Hotel,32,13,2,D,165.69
Resort Hotel,33,1,2,G,195
Resort Hotel,33,1,2,A,127.31
Resort Hotel,33,1,2,D,134
Resort Hotel,33,2,2,D,207
Resort Hotel,33,2,2,E,211.5
Resort Hotel,33,3,2,E,210.33
Resort Hotel,33,4,2,D,211
Resort Hotel,33,4,2,D,154
Resort Hotel,33,5,2,A,145.4
Resort Hotel,33,5,1,A,101.25
Resort Hotel,33,6,2,D,179.38
Resort Hotel,33,6,2,A,166
Resort Hotel,33,6,2,E,202
Resort Hotel,33,6,2,A,172
Resort Hotel,33,6,2,C,277
Resort Hotel,33,7,2,A,104
Resort Hotel,33,7,2,A,133
Resort Hotel,33,7,2,G,214
Resort Hotel,33,7,2,A,130
Resort Hotel,33,7,2,D,154
Resort Hotel,33,7,2,A,106.4
Resort Hotel,33,14,2,A,133
Resort Hotel,33,14,1,A,120
Resort Hotel,33,3,2,E,254
Resort Hotel,33,3,2,D,192
Resort Hotel,33,3,2,E,221
Resort Hotel,33,2,2,A,120.6
Resort Hotel,33,3,2,A,211
Resort Hotel,33,5,2,E,147.6
Resort Hotel,33,5,2,D,129
Resort Hotel,33,5,2,D,205
Resort Hotel,33,6,2,A,147.07
Resort Hotel,33,6,2,A,107.2
Resort Hotel,33,6,2,G,179.1
Resort Hotel,33,6,2,F,164.65
Resort Hotel,33,6,2,D,200
Resort Hotel,33,6,2,A,134
Resort Hotel,33,7,2,G,233
Resort Hotel,33,7,4,H,190
Resort Hotel,33,7,2,E,196
Resort Hotel,33,7,2,A,185.57
Resort Hotel,33,8,2,F,175
Resort Hotel,33,8,2,F,175
Resort Hotel,33,11,2,D,169
Resort Hotel,33,2,2,A,134
Resort Hotel,33,2,2,D,211
Resort Hotel,33,2,2,A,134
Resort Hotel,33,3,2,A,120.6
Resort Hotel,33,3,2,A,120.6
Resort Hotel,33,3,1,A,112.5
Resort Hotel,33,4,2,E,164
Resort Hotel,33,4,2,A,120.6
Resort Hotel,33,4,2,D,154
Resort Hotel,33,4,1,C,207
Resort Hotel,33,5,2,G,214
Resort Hotel,33,5,2,D,186
Resort Hotel,33,5,2,D,154
Resort Hotel,33,5,3,A,162.3
Resort Hotel,33,5,2,D,186
Resort Hotel,33,6,2,D,241
Resort Hotel,33,7,2,D,274.93
Resort Hotel,33,7,2,A,156.73
Resort Hotel,33,7,2,A,156.73
Resort Hotel,33,5,2,A,134
Resort Hotel,33,5,2,A,134
Resort Hotel,33,7,2,D,211
Resort Hotel,33,10,2,E,200.7
Resort Hotel,33,10,2,D,142.26
Resort Hotel,33,12,2,E,196
Resort Hotel,33,12,2,C,129.41
Resort Hotel,33,7,2,A,98.02
Resort Hotel,33,7,2,A,120.6
Resort Hotel,33,1,1,A,191
Resort Hotel,33,1,2,E,191
Resort Hotel,33,1,2,G,252
Resort Hotel,33,3,2,A,157.08
Resort Hotel,33,3,2,G,258.33
Resort Hotel,33,4,2,D,211
Resort Hotel,33,4,2,D,211
Resort Hotel,33,7,2,D,133.21
Resort Hotel,33,8,2,E,173.5
Resort Hotel,33,10,1,A,90.95
Resort Hotel,33,10,2,A,90.95
Resort Hotel,33,10,2,A,90.95
Resort Hotel,33,5,2,A,134
Resort Hotel,33,14,2,A,120.6
Resort Hotel,33,1,2,A,172
Resort Hotel,33,1,2,E,184.45
Resort Hotel,33,1,3,A,158
Resort Hotel,33,1,2,E,184.45
Resort Hotel,33,2,2,A,120.6
Resort Hotel,33,3,2,A,114.14
Resort Hotel,33,3,2,D,168.8
Resort Hotel,33,3,2,A,178.33
Resort Hotel,33,3,2,C,255
Resort Hotel,33,3,2,A,178.33
Resort Hotel,33,4,2,E,196
Resort Hotel,33,4,2,A,87.91
Resort Hotel,33,5,2,E,211
Resort Hotel,33,5,2,A,187.2
Resort Hotel,33,5,2,D,154
Resort Hotel,33,5,1,D,243
Resort Hotel,33,5,2,D,222.2
Resort Hotel,33,5,2,D,243
Resort Hotel,33,5,1,A,178.2
Resort Hotel,33,7,2,A,107.2
Resort Hotel,33,1,2,G,203
Resort Hotel,33,1,2,A,173
Resort Hotel,33,1,2,D,172
Resort Hotel,33,1,2,A,120.6
Resort Hotel,33,1,2,D,172
Resort Hotel,33,2,3,A,266.4
Resort Hotel,33,2,2,E,236
Resort Hotel,33,2,2,G,271
Resort Hotel,33,2,2,E,232
Resort Hotel,33,2,2,A,223
Resort Hotel,33,3,3,A,178.67
Resort Hotel,33,4,2,A,133
Resort Hotel,33,4,2,D,195.5
Resort Hotel,33,4,2,A,167.25
Resort Hotel,33,4,2,F,209
Resort Hotel,33,5,2,D,166
Resort Hotel,33,5,2,D,195.8
Resort Hotel,33,7,3,D,229
Resort Hotel,33,7,2,C,160
Resort Hotel,33,7,2,E,266
Resort Hotel,33,7,2,A,96.3
Resort Hotel,33,7,2,A,107
Resort Hotel,33,7,2,C,262
Resort Hotel,33,2,2,D,182.5
Resort Hotel,33,4,2,D,157
Resort Hotel,33,4,2,D,234
Resort Hotel,33,4,2,G,242.5
Resort Hotel,33,4,2,D,157
Resort Hotel,33,5,2,A,158.4
Resort Hotel,33,5,2,E,208
Resort Hotel,33,5,3,A,183.45
Resort Hotel,33,5,3,A,131.2
Resort Hotel,33,5,2,A,133
Resort Hotel,33,5,2,A,135
Resort Hotel,33,5,2,A,133
Resort Hotel,33,6,2,D,248
Resort Hotel,33,6,3,A,209.2
Resort Hotel,33,6,2,A,107
Resort Hotel,33,6,2,D,299.33
Resort Hotel,33,7,3,A,156.45
Resort Hotel,33,7,2,A,135
Resort Hotel,33,7,2,D,149
Resort Hotel,33,7,2,A,107
Resort Hotel,33,7,2,A,135
Resort Hotel,33,7,2,A,135
Resort Hotel,33,7,2,A,145.75
Resort Hotel,33,7,2,A,132.6
Resort Hotel,33,7,2,D,200.71
Resort Hotel,33,7,2,E,198.71
Resort Hotel,33,7,3,C,218
Resort Hotel,33,7,2,A,101.65
Resort Hotel,33,8,2,D,186
Resort Hotel,33,8,2,C,160
Resort Hotel,33,7,2,D,188.71
Resort Hotel,33,14,2,A,107
Resort Hotel,33,18,2,E,181.94
Resort Hotel,34,1,1,A,172
Resort Hotel,34,1,1,A,172
Resort Hotel,34,1,2,E,185
Resort Hotel,34,1,1,A,172
Resort Hotel,34,1,1,A,172
Resort Hotel,34,1,2,E,184.45
Resort Hotel,34,1,2,A,195
Resort Hotel,34,1,1,A,172
Resort Hotel,34,1,1,A,172
Resort Hotel,34,1,2,A,153
Resort Hotel,34,1,2,E,184.45
Resort Hotel,34,1,2,E,184.45
Resort Hotel,34,1,2,E,185
Resort Hotel,34,2,2,A,108.54
Resort Hotel,34,3,2,D,154
Resort Hotel,34,4,2,E,248
Resort Hotel,34,4,2,A,150.53
Resort Hotel,34,4,2,A,150.53
Resort Hotel,34,7,2,D,154
Resort Hotel,34,7,2,D,223.99
Resort Hotel,34,7,2,D,154
Resort Hotel,34,7,2,D,154
Resort Hotel,34,8,2,D,154
Resort Hotel,34,9,2,G,214
Resort Hotel,34,10,2,A,96.3
Resort Hotel,34,14,2,C,175.79
Resort Hotel,34,14,2,A,134
Resort Hotel,34,5,2,A,134
Resort Hotel,34,5,2,E,183
Resort Hotel,34,4,2,A,149.4
Resort Hotel,34,5,3,A,165.11
Resort Hotel,34,5,3,A,209.4
Resort Hotel,34,6,2,A,134
Resort Hotel,34,7,2,E,225.9
Resort Hotel,34,7,2,A,131.1
Resort Hotel,34,7,2,A,134
Resort Hotel,34,7,2,A,187
Resort Hotel,34,7,2,A,133
Resort Hotel,34,7,2,A,101.65
Resort Hotel,34,7,2,A,133
Resort Hotel,34,7,1,A,120
Resort Hotel,34,7,2,A,133
Resort Hotel,34,7,2,A,133
Resort Hotel,34,7,2,A,133
Resort Hotel,34,8,2,A,134
Resort Hotel,34,10,2,A,87.9
Resort Hotel,34,3,2,A,202
Resort Hotel,34,3,2,E,213
Resort Hotel,34,1,2,E,172.55
Resort Hotel,34,1,2,A,172
Resort Hotel,34,3,2,A,172
Resort Hotel,34,3,2,E,213
Resort Hotel,34,5,2,E,179
Resort Hotel,34,5,2,E,236
Resort Hotel,34,6,2,C,229.67
Resort Hotel,34,6,2,D,135.2
Resort Hotel,34,6,2,C,121.5
Resort Hotel,34,6,2,A,96.3
Resort Hotel,34,6,2,A,96.3
Resort Hotel,34,5,2,A,120.6
Resort Hotel,34,7,3,D,176.64
Resort Hotel,34,7,2,C,179.86
Resort Hotel,34,7,2,A,187
Resort Hotel,34,10,2,A,134
Resort Hotel,34,10,2,D,239.5
Resort Hotel,34,1,3,A,153
Resort Hotel,34,4,2,A,166
Resort Hotel,34,4,2,D,186.25
Resort Hotel,34,4,2,D,192
Resort Hotel,34,5,2,A,120.6
Resort Hotel,34,5,3,A,220.4
Resort Hotel,34,7,1,D,241
Resort Hotel,34,7,2,D,241
Resort Hotel,34,4,2,D,211
Resort Hotel,34,5,2,A,134
Resort Hotel,34,7,2,D,241
Resort Hotel,34,9,2,E,196
Resort Hotel,34,9,2,D,198
Resort Hotel,34,2,2,E,158.5
Resort Hotel,34,1,1,G,200
Resort Hotel,34,3,2,A,107
Resort Hotel,34,6,3,C,163.23
Resort Hotel,34,6,3,A,222.07
Resort Hotel,34,7,2,H,229
Resort Hotel,34,7,2,A,133
Resort Hotel,34,9,2,E,164
Resort Hotel,34,5,2,D,176.8
Resort Hotel,34,2,2,A,134
Resort Hotel,34,2,2,A,163.35
Resort Hotel,34,2,2,A,171.9
Resort Hotel,34,2,2,A,171.9
Resort Hotel,34,2,2,D,213.5
Resort Hotel,34,3,1,A,125
Resort Hotel,34,3,2,A,178.33
Resort Hotel,34,4,2,A,176.75
Resort Hotel,34,5,2,D,123
Resort Hotel,34,5,2,A,134
Resort Hotel,34,5,2,A,146
Resort Hotel,34,5,2,D,192
Resort Hotel,34,6,2,A,183
Resort Hotel,34,6,2,A,236
Resort Hotel,34,6,2,A,191
Resort Hotel,34,6,2,A,178.33
Resort Hotel,34,6,3,D,248
Resort Hotel,34,7,2,D,188.71
Resort Hotel,34,7,2,A,123.04
Resort Hotel,34,7,3,D,260.71
Resort Hotel,34,7,2,D,222
Resort Hotel,34,7,2,A,174.71
Resort Hotel,34,9,2,A,118.7
Resort Hotel,34,9,2,D,116.85
Resort Hotel,34,10,2,F,129.55
Resort Hotel,34,1,2,A,172
Resort Hotel,34,1,2,A,172
Resort Hotel,34,1,2,E,164
Resort Hotel,34,6,2,A,179.83
Resort Hotel,34,7,2,A,172
Resort Hotel,34,7,2,D,160.43
Resort Hotel,34,7,2,D,149
Resort Hotel,34,7,2,A,134
Resort Hotel,34,7,2,D,146.3
Resort Hotel,34,7,2,A,161.26
Resort Hotel,34,7,3,A,195.45
Resort Hotel,34,7,2,A,133
Resort Hotel,34,7,2,D,186.25
Resort Hotel,34,7,2,D,162.29
Resort Hotel,34,7,2,H,221.43
Resort Hotel,34,7,2,A,177.57
Resort Hotel,34,7,2,A,133
Resort Hotel,34,7,2,A,178
Resort Hotel,34,7,2,D,146.3
Resort Hotel,34,8,2,D,218.5
Resort Hotel,34,9,2,D,151.89
Resort Hotel,34,10,2,D,148.3
Resort Hotel,34,4,2,A,96.3
Resort Hotel,34,4,2,A,166
Resort Hotel,34,5,2,A,96.3
Resort Hotel,34,5,2,A,149
Resort Hotel,34,6,2,A,151.95
Resort Hotel,34,6,2,D,191.67
Resort Hotel,34,6,2,C,211
Resort Hotel,35,3,2,A,149.4
Resort Hotel,35,4,2,E,201
Resort Hotel,35,4,2,D,211
Resort Hotel,35,5,3,H,259
Resort Hotel,35,5,2,A,164.4
Resort Hotel,35,5,2,A,134
Resort Hotel,35,5,2,A,134
Resort Hotel,35,5,2,H,229
Resort Hotel,35,5,3,C,199
Resort Hotel,35,5,1,A,112.5
Resort Hotel,35,6,2,E,194
Resort Hotel,35,6,2,A,149.4
Resort Hotel,35,7,2,D,155.77
Resort Hotel,35,7,2,A,131.7
Resort Hotel,35,7,2,A,174.71
Resort Hotel,35,7,2,A,101.65
Resort Hotel,35,7,2,E,206
Resort Hotel,35,7,2,A,134
Resort Hotel,35,6,2,D,201.5
Resort Hotel,35,7,2,A,134
Resort Hotel,35,10,1,A,138.79
Resort Hotel,35,10,1,A,122
Resort Hotel,35,14,2,C,113.47
Resort Hotel,35,1,1,A,99.5
Resort Hotel,35,1,2,A,153
Resort Hotel,35,1,3,A,233
Resort Hotel,35,1,2,A,153
Resort Hotel,35,2,2,D,192
Resort Hotel,35,2,2,A,132.6
Resort Hotel,35,2,2,A,171.9
Resort Hotel,35,2,2,D,154
Resort Hotel,35,3,2,A,172
Resort Hotel,35,3,2,A,191
Resort Hotel,35,4,2,A,148.25
Resort Hotel,35,4,2,E,164
Resort Hotel,35,5,3,E,231.6
Resort Hotel,35,5,2,C,261.4
Resort Hotel,35,5,2,D,199.4
Resort Hotel,35,5,2,A,209.6
Resort Hotel,35,5,1,D,199.4
Resort Hotel,35,6,1,D,150.83
Resort Hotel,35,9,1,F,129.27
Resort Hotel,35,9,2,F,129.27
Resort Hotel,35,10,2,E,133.76
Resort Hotel,35,7,2,C,197.7
Resort Hotel,35,7,3,E,196
Resort Hotel,35,3,2,E,164
Resort Hotel,35,3,2,D,154
Resort Hotel,35,3,2,E,219.33
Resort Hotel,35,5,2,A,200.8
Resort Hotel,35,5,2,A,130.2
Resort Hotel,35,6,2,E,189.67
Resort Hotel,35,8,2,E,186.13
Resort Hotel,35,8,1,D,158.38
Resort Hotel,35,9,2,F,166
Resort Hotel,35,9,2,D,149
Resort Hotel,35,10,2,G,206.6
Resort Hotel,35,1,2,A,120.6
Resort Hotel,35,1,1,A,112.5
Resort Hotel,35,1,2,G,193
Resort Hotel,35,1,2,A,96.3
Resort Hotel,35,1,2,A,137.7
Resort Hotel,35,1,2,A,112
Resort Hotel,35,4,2,D,116.85
Resort Hotel,35,4,2,E,173.5
Resort Hotel,35,4,2,E,173.5
Resort Hotel,35,4,2,A,129.15
Resort Hotel,35,5,2,E,192.2
Resort Hotel,35,9,2,G,202.77
Resort Hotel,35,11,2,A,111.27
Resort Hotel,35,1,2,D,211
Resort Hotel,35,1,2,A,153
Resort Hotel,35,2,2,D,154
Resort Hotel,35,3,2,A,134
Resort Hotel,35,3,2,A,157.67
Resort Hotel,35,4,2,A,133
Resort Hotel,35,4,2,A,112.34
Resort Hotel,35,4,2,A,124.5
Resort Hotel,35,4,2,A,107
Resort Hotel,35,4,2,A,133
Resort Hotel,35,5,2,E,191
Resort Hotel,35,5,2,D,172.6
Resort Hotel,35,6,2,D,79.5
Resort Hotel,35,6,2,D,120.27
Resort Hotel,35,7,2,A,118.29
Resort Hotel,35,7,2,D,75.53
Resort Hotel,35,7,2,A,90.39
Resort Hotel,35,7,2,C,155.86
Resort Hotel,35,7,2,A,118.29
Resort Hotel,35,1,2,A,115
Resort Hotel,35,1,2,D,110.7
Resort Hotel,35,1,2,D,110.7
Resort Hotel,35,1,2,A,120.38
Resort Hotel,35,2,2,H,195
Resort Hotel,35,2,2,A,120.6
Resort Hotel,35,2,3,A,176
Resort Hotel,35,2,2,A,120.6
Resort Hotel,35,2,2,A,112.05
Resort Hotel,35,2,2,D,180.55
Resort Hotel,35,2,2,A,179
Resort Hotel,35,2,2,C,181
Resort Hotel,35,3,2,A,122
Resort Hotel,35,3,2,G,195
Resort Hotel,35,3,2,D,184
Resort Hotel,35,3,2,A,152
Resort Hotel,35,3,2,A,127.67
Resort Hotel,35,3,2,A,127.67
Resort Hotel,35,3,2,A,114.13
Resort Hotel,35,3,2,D,113.7
Resort Hotel,35,3,2,A,120.6
Resort Hotel,35,1,2,A,165
Resort Hotel,35,2,2,A,120.6
Resort Hotel,35,2,2,A,164
Resort Hotel,35,4,2,F,208
Resort Hotel,35,4,2,E,166.5
Resort Hotel,35,5,2,A,101.16
Resort Hotel,35,5,2,A,130.6
Resort Hotel,35,6,2,D,145
Resort Hotel,35,6,2,A,158
Resort Hotel,35,6,2,A,109.83
Resort Hotel,35,6,2,C,141.67
Resort Hotel,35,6,2,D,175
Resort Hotel,35,7,2,A,98.63
Resort Hotel,35,7,2,E,166.14
Resort Hotel,35,7,2,F,150.71
Resort Hotel,35,5,2,A,97.74
Resort Hotel,35,7,2,H,189.86
Resort Hotel,35,7,2,E,97.5
Resort Hotel,35,9,2,D,123.11
Resort Hotel,35,5,2,A,104.8
Resort Hotel,35,2,2,E,164
Resort Hotel,35,2,2,A,134
Resort Hotel,35,2,2,A,146
Resort Hotel,35,3,1,A,103.18
Resort Hotel,35,3,2,A,103.18
Resort Hotel,35,1,2,A,164
Resort Hotel,35,4,2,A,142.5
Resort Hotel,35,4,2,A,77.5
Resort Hotel,35,5,2,D,135.2
Resort Hotel,35,5,2,A,149
Resort Hotel,35,5,2,D,140.4
Resort Hotel,35,5,2,A,112
Resort Hotel,35,6,3,C,173.25
Resort Hotel,35,6,2,A,121.5
Resort Hotel,35,7,2,D,122.86
Resort Hotel,35,8,2,E,130.9
Resort Hotel,35,7,2,D,146
Resort Hotel,36,1,2,A,154
Resort Hotel,36,2,2,A,103.5
Resort Hotel,36,2,2,A,103.5
Resort Hotel,36,3,2,A,129.33
Resort Hotel,36,3,2,A,115.2
Resort Hotel,36,3,2,A,71.72
Resort Hotel,36,4,2,D,106.8
Resort Hotel,36,4,2,A,71.69
Resort Hotel,36,5,2,E,136.2
Resort Hotel,36,6,2,D,112.33
Resort Hotel,36,6,2,D,112.33
Resort Hotel,36,6,2,E,157.67
Resort Hotel,36,7,2,G,165
Resort Hotel,36,7,1,A,113.43
Resort Hotel,36,7,2,E,161.29
Resort Hotel,36,7,2,A,167.86
Resort Hotel,36,7,2,F,103.07
Resort Hotel,36,7,2,E,161.29
Resort Hotel,36,12,2,A,96.3
Resort Hotel,36,1,2,A,92.86
Resort Hotel,36,2,3,A,128
Resort Hotel,36,2,2,A,115.2
Resort Hotel,36,2,1,A,80.55
Resort Hotel,36,3,2,D,120.33
Resort Hotel,36,3,2,D,126.67
Resort Hotel,36,3,2,E,130.33
Resort Hotel,36,3,2,A,75.46
Resort Hotel,36,3,2,A,96.33
Resort Hotel,36,3,2,A,117.83
Resort Hotel,36,3,2,D,120.33
Resort Hotel,36,3,2,A,98
Resort Hotel,36,4,2,C,155.5
Resort Hotel,36,4,2,E,122.6
Resort Hotel,36,4,2,D,105.5
Resort Hotel,36,5,2,D,101.44
Resort Hotel,36,6,2,G,160
Resort Hotel,36,6,2,A,120.5
Resort Hotel,36,7,2,A,126.29
Resort Hotel,36,10,2,E,87.75
Resort Hotel,36,11,2,D,113.55
Resort Hotel,36,2,2,C,123
Resort Hotel,36,2,2,A,98
Resort Hotel,36,3,2,A,151
Resort Hotel,36,3,2,A,134.67
Resort Hotel,36,3,2,C,153
Resort Hotel,36,3,2,D,137.67
Resort Hotel,36,4,2,E,111
Resort Hotel,36,4,2,E,123
Resort Hotel,36,4,2,C,119
Resort Hotel,36,4,2,E,155
Resort Hotel,36,4,2,D,109
Resort Hotel,36,4,2,A,158
Resort Hotel,36,5,2,A,128
Resort Hotel,36,2,2,D,113
Resort Hotel,36,2,2,A,113
Resort Hotel,36,5,2,D,93.12
Resort Hotel,36,5,2,A,128
Resort Hotel,36,5,2,D,93.12
Resort Hotel,36,6,1,A,110.7
