"type","country","year_added","release_year","rating","title"
"TV Show","United Kingdom",2020,2014,"TV-Y","Alphablocks"
"Movie","United States",2018,2017,"TV-G","AlphaGo"
"Movie","",2019,2018,"TV-MA","Alt-Right: Age of Rage"
"TV Show","United States",2020,2020,"TV-MA","Altered Carbon"
"Movie","Japan, United States",2020,2020,"TV-MA","Altered Carbon: Resleeved"
"Movie","United States",2020,2019,"TV-14","Always a Bridesmaid"
"TV Show","Colombia",2020,2019,"TV-14","Always a Witch"
"Movie","Philippines",2020,2016,"TV-14","Always Be My Maybe"
"Movie","Denmark, United States",2016,2016,"TV-MA","Amanda Knox"
"Movie","South Africa, United States",2020,2002,"PG-13","Amandla! A Revolution in Four Part Harmony"
"Movie","Spain",2017,2017,"TV-MA","Amar"
"Movie","United Kingdom",2017,2015,"TV-MA","Amar Akbar & Tony"
"Movie","India",2019,1977,"TV-14","Amar Akbar Anthony"
"Movie","Egypt",2019,2011,"TV-14","Amar's Hands"
"Movie","United States",2018,2018,"TV-MA","Amateur"
"TV Show","United Kingdom",2018,2018,"TV-PG","Amazing Interiors"
"Movie","United Kingdom",2017,2017,"TV-PG","Amelia: A Tale of Two Sisters"
"TV Show","United States",2019,2014,"TV-14","America's Book of Secrets"
"TV Show","United States",2020,2013,"TV-14","America's Next Top Model"
"Movie","United States",2017,2016,"TV-MA","American Anarchist"
"Movie","United States",2020,2017,"R","American Assassin"
"Movie","United States",2020,1999,"R","American Beauty"
"Movie","United States",2018,2017,"TV-14","American Circumcision"
"TV Show","United States",2017,2017,"TV-MA","American Crime"
"TV Show","United States",2019,2016,"TV-MA","American Crime Story: The People v. O.J. Simpson"
"Movie","United States",2017,2017,"TV-MA","American Experience: Ruby Ridge"
"TV Show","United States",2019,2018,"TV-PG","American Experience: The Circus"
"Movie","United States",2019,2018,"TV-14","American Experience: The Island Murder"
"Movie","United States",2019,2019,"TV-14","American Factory"
"Movie","United States",2019,2019,"TV-G","American Factory: A Conversation with the Obamas"
"Movie","Canada",2019,2019,"TV-MA","American Hangman"
"Movie","Canada, Luxembourg",2019,2014,"R","American Heist"
"Movie","United States",2019,1998,"R","American History X"
"Movie","United Kingdom, United States",2019,2016,"R","American Honey"
"TV Show","United States",2020,2019,"TV-MA","American Horror Story"
"Movie","United States",2019,2018,"TV-MA","American Masters: Ted Williams"
"Movie","United States",2020,2020,"TV-MA","American Murder: The Family Next Door"
"TV Show","United States",2016,2015,"TV-14","American Odyssey"
"Movie","United States",2020,2020,"R","American Pie 9: Girls' Rules"
"Movie","United States, Canada",2019,2000,"R","American Psycho"
"Movie","United States",2019,2019,"TV-MA","American Son"
"TV Show","United States",2018,2018,"TV-MA","American Vandal"
"Movie","United States",2019,2019,"TV-MA","American Warfighter"
"Movie","India",2020,2019,"TV-14","Amit Tandon: Family Tandoncies"
"TV Show","Philippines",2018,2017,"TV-MA","AMO"
"Movie","Turkey",2019,2017,"TV-14","Among Family"
"Movie","India",2017,1966,"TV-PG","Amrapali"
"Movie","United Kingdom",2018,2015,"R","Amy"
"Movie","United States",2019,2019,"TV-MA","Amy Schumer Growing"
"Movie","United States",2017,2017,"TV-MA","Amy Schumer: The Leather Special"
"Movie","India",2017,2013,"TV-PG","An American in Madras"
"Movie","United States",2018,1986,"G","An American Tail"
"Movie","United States",2018,1991,"G","An American Tail: Fievel Goes West"
"Movie","United States",2018,1999,"G","An American Tail: The Mystery of the Night Monster"
"Movie","United States",2018,2000,"G","An American Tail: The Treasures of Manhattan Island"
"Movie","France",2020,2019,"TV-MA","An Easy Girl"
"Movie","Egypt",2020,1982,"TV-MA","An Egyptian Story"
"Movie","United Kingdom, United States",2020,2018,"R","An Evening with Beverly Luff Linn"
"Movie","Egypt",2019,2012,"TV-14","An Hour and a Half"
"Movie","United States",2021,2017,"R","An Imperfect Murder"
"TV Show","Taiwan",2017,2012,"TV-14","An Innocent Mistake"
"Movie","United States",2019,2018,"TV-PG","An Interview with God"
"Movie","Serbia, United States",2020,2017,"R","An Ordinary Man"
"Movie","Colombia",2020,2020,"TV-14","An Unremarkable Christmas"
"Movie","Egypt",2019,2014,"TV-MA","An Upper Egyptian"
"Movie","Brazil",2018,2018,"TV-MA","Ana e Vitória"
"Movie","India",2020,2014,"TV-14","Anaamika"
"Movie","India",2017,2017,"TV-MA","Anarkali of Aarah"
"Movie","Spain",2019,2017,"TV-MA","Anchor and Hope"
"Movie","Canada, Nigeria",2020,2010,"TV-MA","Anchor Baby"
"TV Show","United States",2019,2018,"TV-14","Ancient Aliens"
"Movie","Iceland, Sweden, Belgium",2019,2018,"TV-14","And Breathe Normally"
"Movie","Egypt",2020,2008,"TV-14","Andaleeb El Dokki"
"Movie","India",2020,1994,"TV-14","Andaz Apna Apna"
"Movie","India",2018,2018,"TV-14","Andhadhun"
"Movie","",2020,2020,"TV-14","Andhaghaaram"
"Movie","India",2020,2020,"TV-14","Andhakaaram"
"Movie","Singapore",2020,2020,"TV-PG","André & his olive tree"
"Movie","France",2020,2020,"TV-14","Anelka: Misunderstood"
"Movie","United States",2018,2015,"R","Anesthesia"
"Movie","India",2018,2017,"TV-14","Angamaly Diaries"
"TV Show","Taiwan",2019,2014,"TV-14","Angel 'N' Devil"
"TV Show","Japan",2019,2010,"TV-PG","Angel Beats!"
"Movie","United States",2020,2001,"R","Angel Eyes"
"Movie","United States",2020,2019,"R","Angel Has Fallen"
"Movie","Ireland, Canada",2018,2018,"TV-Y","Angela's Christmas"
"Movie","United States",2020,2020,"TV-Y","Angela's Christmas Wish"
"Movie","United States, Italy",2020,2009,"PG-13","Angels & Demons"
"Movie","United States",2019,2003,"PG-13","Anger Management"
"TV Show","Finland",2019,2018,"TV-Y7","Angry Birds"
"Movie","India, Germany",2017,2015,"TV-MA","Angry Indian Goddesses"
"Movie","",2020,2020,"TV-14","Angu Vaikuntapurathu (Malayalam)"
"Movie","India",2020,2018,"TV-14","Ani... Dr. Kashinath Ghanekar"
"Movie","United Kingdom",2019,2019,"TV-PG","ANIMA"
"Movie","China, Spain, South Korea, United States",2020,2020,"TV-Y7","Animal Crackers"
"Movie","China",2018,2018,"TV-MA","Animal World"
"Movie","Spain, Belgium",2019,2018,"TV-MA","Animas"
"TV Show","Brazil",2020,2020,"TV-MA","Anitta: Made In Honório"
"Movie","India",2018,2014,"TV-14","Anjaan"
"TV Show","India",2018,2018,"TV-14","Anjaan: Rural Myths"
"TV Show","India",2018,2018,"TV-14","Anjaan: Special Crimes Unit"
"Movie","United States",2015,2015,"TV-14","Anjelah Johnson: Not Fancy"
"Movie","India",2020,2013,"TV-PG","Ankhon Dekhi"
"Movie","India",2017,2013,"TV-14","Ankur Arora Murder Case"
"Movie","United States",2017,2016,"TV-PG","Annabelle Hooper and the Ghosts of Nantucket"
"TV Show","Canada",2020,2019,"TV-PG","Anne with an E"
"TV Show","Japan",2019,2011,"TV-14","Anohana: The Flower We Saw That Day"
"Movie","United Kingdom, Canada, United States, Germany",2018,2018,"TV-MA","Anon"
"Movie","Brazil, Netherlands, United States, Colombia, Austria, Germany",2017,2016,"TV-PG","Another Forever"
"TV Show","United States",2019,2019,"TV-MA","Another Life"
"TV Show","South Korea",2019,2016,"TV-MA","Another Miss Oh"
"TV Show","",2019,2019,"TV-MA","Answer for Heaven"
"Movie","United States",2019,2018,"PG-13","Ant-Man and the Wasp"
"Movie","Egypt",2019,2017,"TV-MA","Antar: Son of Shadad"
"Movie","",2019,2018,"TV-Y7","Antariksha Ke Rakhwale"
"Movie","United States",2019,2019,"TV-MA","Anthony Jeselnik: Fire in the Maternity Ward"
"Movie","United States",2015,2015,"TV-MA","Anthony Jeselnik: Thoughts and Prayers"
"Movie","India",2018,2006,"TV-14","Anthony Kaun Hai?"
"Movie","United States",2019,2018,"TV-MA","Antidote"
"Movie","",2019,2019,"TV-PG","Antoine Griezmann: The Making of a Legend"
"Movie","India",2019,2007,"TV-14","Anwar"
"TV Show","Japan",2018,2012,"TV-Y7","忍者ハットリくん"
"Movie","United States",2019,2017,"TV-MA","Apache Warrior"
"TV Show","Argentina",2019,2019,"TV-MA","Apache: The Life of Carlos Tevez"
"TV Show","Spain",2017,2016,"TV-MA","Apaches"
"Movie","India",2021,2005,"TV-14","Apaharan"
"Movie","United States",2016,2016,"NR","APEX: The Story of the Hypercar"
"Movie","United States, Canada",2019,2011,"PG-13","Apollo 18"
"Movie","United Kingdom, United States",2018,2018,"TV-MA","Apostle"
"Movie","France, Canada, Belgium",2017,2015,"PG","April and the Extraordinary World"
"TV Show","United States",2017,2016,"TV-MA","Aquarius"
"Movie","France",2017,2016,"TV-MA","Arès"
"Movie","United States",2017,2015,"TV-14","Aram, Aram"
"Movie","Colombia",2018,2018,"TV-MA","Arango y Sanint: Ríase el show"
"TV Show","Japan",2019,2019,"TV-PG","ARASHI's Diary -Voyage-"
"TV Show","",2020,2020,"TV-Y7","Archibald's Next Big Thing"
"Movie","India, United Kingdom, China, Canada, Japan, South Korea, United States",2020,2019,"PG","Arctic Dogs"
"Movie","France, Belgium",2017,2016,"TV-14","Arctic Heart"
"Movie","Egypt",2019,2018,"TV-14","Are We Done Yet?"
"TV Show","United States",2020,2014,"TV-14","Are You The One"
"TV Show","Netherlands",2020,2020,"TV-MA","Ares"
"TV Show","South Korea",2017,2017,"TV-MA","Argon"
"Movie","Iceland",2020,2020,"TV-MA","Ari Eldjárn: Pardon My Icelandic"
"TV Show","United States",2017,2017,"TV-MA","Ari Shaffir: Double Negative"
"Movie","United States",2020,2020,"TV-MA","Ariana grande: excuse me, i love you"
"Movie","Indonesia",2018,2011,"TV-14","Arisan 2"
"Movie","India",2018,2011,"TV-14","Arjun: The Warrior Prince"
"Movie","Canada, United States",2016,2016,"TV-MA","ARQ"
"TV Show","United States",2018,2019,"TV-MA","Arrested Development"
"TV Show","United States",2020,2019,"TV-14","Arrow"
"Movie","United States",2019,2019,"TV-MA","Arsenio Hall: Smart & Classy"
"TV Show","South Korea",2019,2019,"TV-MA","Arthdal Chronicles"
"Movie","United States",2019,2011,"PG-13","Arthur"
"Movie","United Kingdom, United States",2020,2011,"PG","Arthur Christmas"
"Movie","India",2019,2019,"TV-MA","Article 15"
"Movie","Indonesia, South Korea, Singapore",2020,2018,"TV-14","Aruna & Her Palate"
"Movie","United States",2018,2014,"R","As Above, So Below"
"Movie","United States",2020,1997,"PG-13","As Good as It Gets"
"Movie","India",2018,2018,"TV-MA","Ascharyachakit!"
"Movie","India",2018,2018,"TV-14","Asees"
"TV Show","United States",2019,2018,"TV-MA","Ash vs. Evil Dead"
"TV Show","China",2018,2018,"TV-14","Ashes of Love"
"TV Show","Australia",2018,2017,"TV-PG","Ask the Doctor"
"TV Show","United States",2019,2019,"TV-Y","Ask the StoryBots"
"Movie","India",2017,2001,"R","Asoka"
"Movie","United States",2016,2016,"TV-MA","Asperger's Are Us"
"Movie","Norway",2021,2020,"TV-14","Asphalt Burning"
"Movie","United States",2019,2019,"TV-MA","Assimilate"
"TV Show","United States",2019,2019,"TV-MA","Astronomy Club: The Sketch Show"
"Movie","Peru",2016,2015,"TV-14","Asu Mare 2"
"Movie","India",2020,2020,"TV-14","Asura Guru"
"Movie","South Korea",2018,2016,"NR","Asura: The City of Madness"
"Movie","United States",2016,2016,"TV-MA","At All Costs"
"Movie","Canada",2018,2018,"TV-14","At First Light"
"TV Show","Taiwan",2019,2003,"TV-14","At the Dolphin Bay"
"TV Show","Japan",2015,2015,"TV-PG","Atelier"
"Movie","United States",2020,2020,"PG-13","Athlete A"
"Movie","France, Senegal, Belgium",2019,2019,"TV-14","Atlantics"
"Movie","United States",2020,2012,"PG-13","Atlas Shrugged: Part II"
"Movie","United States, Canada",2018,2012,"TV-14","ATM"
"TV Show","Canada, France",2017,2016,"TV-Y7","Atomic Puppet"
"TV Show","Japan",2019,2013,"TV-MA","Attack on Titan"
"Movie","United Kingdom",2016,2014,"TV-14","Attacking the Devil: Harold Evans and the Last Nazi War Crime"
"Movie","Chile",2018,2016,"TV-14","Attitude Test"
"TV Show","United States",2019,2019,"TV-14","Atypical"
"Movie","United States",2016,2016,"TV-MA","Audrie & Daisy"
"TV Show","Australia",2020,2020,"TV-MA","Aunty Donna's Big Ol' House of Fun"
"Movie","Romania, France, Switzerland, Germany",2020,2010,"TV-MA","Aurora"
"Movie","United Kingdom",2019,1994,"TV-PG","Auschwitz: Blueprints of Genocide"
"TV Show","Australia",2017,2016,"TV-MA","Aussie Gold Hunters"
"Movie","United States",2019,2002,"PG-13","Austin Powers in Goldmember"
"Movie","United States",2019,1997,"PG-13","Austin Powers: International Man of Mystery"
"Movie","United States",2019,1999,"PG-13","Austin Powers: The Spy Who Shagged Me"
"Movie","India",2017,2016,"TV-MA","Autohead"
"Movie","Bulgaria, United States, Spain, Canada",2017,2014,"R","Automata"
"TV Show","Taiwan",2016,2009,"TV-14","Autumn's Concerto"
"Movie","United States",2020,2020,"R","Ava"
"TV Show","United States",2020,2007,"TV-Y7","Avatar: The Last Airbender"
"Movie","Indonesia",2020,2018,"TV-PG","Ave Maryam"
"Movie","United Kingdom",2019,2019,"TV-MA","Avengement"
"Movie","United States",2018,2018,"PG-13","Avengers: Infinity War"
"Movie","Sweden, Netherlands",2018,2017,"TV-MA","Avicii: True Stories"
"Movie","United Kingdom",2019,2018,"TV-MA","Await Further Instructions"
"Movie","United States",2019,2019,"TV-MA","Awake"
"TV Show","United States",2019,2019,"TV-PG","Awake: The Million Dollar Game"
"TV Show","United States",2020,2020,"TV-14","Away"
"TV Show","",2019,2015,"TV-PG","Away From Home"
"Movie","India",2019,2018,"TV-MA","Awe"
"Movie","India",2020,2020,"TV-MA","Axone"
"Movie","India",2019,2017,"TV-MA","Ayana"
"Movie","Mexico",2018,2018,"TV-MA","Ayotzinapa, el paso de la tortuga"
"Movie","Ghana",2020,2018,"TV-14","Azali"
"Movie","India",2019,2016,"TV-14","Azhar"
"Movie","United States",2015,2015,"TV-MA","Aziz Ansari Live at Madison Square Garden"
"Movie","United States",2013,2013,"TV-MA","Aziz Ansari: Buried Alive"
"Movie","United States",2019,2019,"TV-MA","Aziz Ansari: RIGHT NOW"
"TV Show","Japan",2018,2018,"TV-MA","B: The Beginning"
"Movie","India",2018,2013,"TV-14","B.A. Pass"
"Movie","India",2018,2017,"TV-14","B.A. Pass 2"
"Movie","India",2017,2017,"TV-14","Baadshaho"
"Movie","India",2018,2016,"TV-14","Baaghi"
"Movie","India",2017,2017,"TV-MA","Baahubali 2: The Conclusion (Hindi Version)"
"Movie","",2017,2017,"TV-14","Baahubali 2: The Conclusion (Malayalam Version)"
"Movie","",2017,2017,"TV-MA","Baahubali 2: The Conclusion (Tamil Version)"
"Movie","",2018,2015,"TV-14","Baahubali: The Beginning (English Version)"
"Movie","India",2017,2015,"TV-14","Baahubali: The Beginning (Hindi Version)"
"Movie","",2017,2015,"TV-14","Baahubali: The Beginning (Malayalam Version)"
"Movie","",2017,2015,"TV-14","Baahubali: The Beginning (Tamil Version)"
"Movie","India",2019,2018,"TV-MA","Baazaar"
"Movie","Turkey",2018,2005,"TV-14","Babam ve Oğlum"
"Movie","Turkey",2020,2018,"TV-MA","Babamın Ceketi"
"Movie","France, United States, Mexico",2019,2006,"R","Babel"
"TV Show","United States",2020,2020,"TV-14","Babies"
"TV Show","Italy",2020,2020,"TV-MA","Baby"
"TV Show","United Kingdom",2018,2018,"TV-MA","Baby Ballroom"
"Movie","India",2019,2019,"TV-PG","Baby Dolls"
"Movie","South Africa",2020,2018,"TV-14","Baby Mamas"
"TV Show","Germany",2020,2020,"TV-MA","Babylon Berlin"
"Movie","India",2018,2016,"TV-MA","Bachelor Girls"
"Movie","Brazil",2017,2016,"NR","Back and Forth"
"Movie","Australia",2019,2019,"TV-Y","Back of the Net"
"TV Show","Japan",2018,2018,"TV-MA","Back Street Girls -GOKUDOLS-"
"TV Show","Taiwan",2016,2016,"TV-PG","Back to 1989"
"Movie","",2019,2019,"TV-MA","Back to School"
"Movie","Thailand",2019,2015,"TV-14","Back to the 90s"
"TV Show","",2019,2018,"TV-MA","Back with the Ex"
"Movie","Canada",2017,2014,"NR","Backcountry"
"Movie","United States",2019,2019,"R","Backdraft 2"
"Movie","United States",2019,2019,"TV-MA","Backfire"
"Movie","Australia, United Kingdom, United Arab Emirates, Canada",2018,2015,"R","Backtrack"
"TV Show","Canada",2019,2019,"TV-MA","Bad Blood"
"TV Show","India",2020,2020,"TV-14","Bad Boy Billionaires: India"
"Movie","United States",2019,1995,"R","Bad Boys"
"Movie","United States",2019,2003,"R","Bad Boys II"
"Movie","United Kingdom",2018,2017,"TV-MA","Bad Day for the Cut"
"TV Show","United Kingdom",2018,2014,"TV-MA","Bad Education"
"Movie","Thailand",2018,2017,"TV-MA","Bad Genius"
"Movie","United States",2021,2014,"TV-MA","Bad Grandpa .5"
"TV Show","South Korea",2019,2014,"TV-MA","Bad Guys"
"TV Show","South Korea",2018,2018,"TV-MA","Bad Guys: Vile City"
"Movie","Singapore, United States",2018,2017,"TV-MA","Bad Match"
"Movie","United States, Canada",2017,2016,"TV-MA","Bad Rap"
"Movie","France, Belgium",2018,2018,"TV-MA","Bad Seeds"
"TV Show","India",2017,2013,"TV-14","Badalte Rishton Ki Dastaan"
"Movie","India",2018,2006,"TV-14","Badha"
"Movie","India",2019,2019,"TV-14","Badla"
"Movie","United States",2020,2019,"TV-14","Badland"
"TV Show","",2020,2019,"TV-MA","Baewatch: Parental Guidance"
"TV Show","Japan",2020,2020,"TV-MA","BAKI"
"TV Show","",2020,2020,"TV-Y7","Bakugan: Armored Alliance"
"TV Show","Japan, Canada, United States",2020,2018,"TV-PG","Bakugan: Battle Planet"
"TV Show","",2020,2019,"TV-Y7","Bal Ganesh"
"TV Show","Chile",2017,2016,"TV-MA","Bala Loca"
"Movie","United States",2018,1995,"G","Balto"
"Movie","United States",2018,2001,"G","Balto 2: Wolf Quest"
"Movie","United States",2018,2004,"G","Balto 3: Wings of Change"
"Movie","Pakistan",2018,2017,"TV-MA","Balu Mahi"
"Movie","Turkey",2017,2015,"TV-14","Bana Masal Anlatma"
"Movie","Nigeria",2019,2017,"TV-14","Banana Island Ghost"
"Movie","United States",2020,2020,"TV-MA","Banana Split"
"Movie","United States",2019,2017,"R","Band Aid"
"Movie","United States",2016,2015,"NR","Band of Robbers"
"Movie","India",2017,1978,"TV-PG","Bandie"
"Movie","Thailand",2018,2010,"TV-MA","Bang Rajan 2"
"Movie","India",2019,2015,"TV-14","Bangistan"
"TV Show","",2018,2016,"TV-MA","Bangkok Bachelors"
"TV Show","Thailand",2019,2019,"TV-MA","Bangkok Buddies"
"Movie","Thailand",2018,2002,"TV-MA","Bangkok Hell"
"TV Show","",2019,2018,"TV-14","Bangkok Love Stories: Hey You!"
"TV Show","Thailand",2019,2018,"TV-14","Bangkok Love Stories: Innocence"
"TV Show","Thailand",2019,2019,"TV-14","Bangkok Love Stories: Objects of Affection"
"TV Show","Thailand",2019,2019,"TV-14","Bangkok Love Stories: Plead"
"Movie","Thailand",2018,2009,"TV-14","Bangkok Traffic (Love) Story"
"Movie","Spain",2018,2015,"TV-MA","Barça Dreams"
"Movie","India",2019,2009,"TV-14","Barah Aana"
"Movie","Saudi Arabia",2017,2016,"TV-MA","Barakah Meets Barakah"
"TV Show","Germany",2020,2020,"TV-MA","Barbarians"
"Movie","Australia, Armenia, Japan, Jordan, Mexico, Mongolia, New Zealand, Philippines, South Africa, Sweden, United States, Uruguay",2017,2017,"TV-MA","Barbecue"
"Movie","United States",2017,2013,"TV-Y","Barbie & Her Sisters in a Pony Tale"
"Movie","United States, Canada",2017,2017,"TV-Y","Barbie Dolphin Magic"
"TV Show","United States, Canada",2019,2018,"TV-Y","Barbie Dreamhouse Adventures"
"TV Show","",2020,2020,"TV-Y","Barbie Dreamhouse Adventures: Go Team Roberts"
