creditlimit,sex,education,marriage,age,default
340000,female,university,married,39,0
160000,female,university,married,42,0
320000,female,university,married,36,0
450000,male,university,single,32,0
280000,female,graduate school,single,35,0
390000,male,graduate school,single,34,0
80000,female,university,single,28,0
300000,female,graduate school,single,37,0
360000,male,university,married,43,0
510000,female,other,married,34,0
150000,female,graduate school,single,30,0
310000,female,university,married,37,0
150000,female,university,married,41,0
240000,male,graduate school,single,43,0
370000,female,graduate school,married,31,0
50000,male,high school,married,52,0
150000,male,university,single,42,0
150000,male,university,married,58,0
370000,female,high school,married,37,0
160000,female,university,married,50,0
200000,male,graduate school,single,27,0
90000,female,high school,married,46,0
280000,female,university,single,32,0
80000,female,university,married,41,0
440000,female,graduate school,single,34,0
150000,female,high school,married,24,0
250000,female,high school,married,49,0
240000,male,university,married,49,0
150000,male,university,married,30,0
230000,female,university,single,32,0
360000,male,graduate school,single,28,0
410000,male,university,married,37,0
200000,female,graduate school,married,34,0
170000,female,other,married,37,0
340000,female,university,single,32,0
500000,male,university,married,49,0
50000,male,graduate school,single,27,0
500000,male,high school,single,31,0
70000,male,university,other,34,0
210000,female,university,single,34,0
400000,female,university,married,39,0
500000,male,graduate school,single,42,0
60000,male,high school,married,55,0
80000,female,university,single,23,0
430000,female,graduate school,married,42,0
300000,female,graduate school,single,33,0
200000,male,graduate school,single,28,0
500000,female,graduate school,married,46,0
340000,female,graduate school,single,30,0
190000,male,graduate school,single,31,0
500000,female,graduate school,single,34,0
280000,male,graduate school,married,60,0
80000,female,high school,single,47,0
500000,female,university,married,28,0
500000,male,university,married,35,0
100000,female,university,married,60,0
210000,female,high school,single,35,0
250000,female,graduate school,married,43,0
210000,male,university,married,33,0
500000,female,graduate school,married,33,0
230000,male,graduate school,married,41,0
210000,female,graduate school,married,36,0
230000,male,university,married,50,0
60000,female,graduate school,single,26,0
230000,female,graduate school,married,36,0
110000,female,university,married,49,0
240000,female,university,married,48,0
200000,female,graduate school,married,48,0
210000,female,graduate school,single,28,0
180000,female,graduate school,single,28,0
500000,female,graduate school,single,39,0
20000,male,high school,single,51,0
30000,female,university,married,26,0
210000,female,university,married,28,0
500000,male,graduate school,single,31,0
400000,male,graduate school,married,34,0
200000,female,graduate school,single,38,0
320000,female,graduate school,married,37,0
180000,female,university,single,28,0
290000,female,graduate school,married,44,0
360000,female,graduate school,single,26,0
300000,male,graduate school,single,29,0
30000,female,university,single,22,0
360000,female,university,single,30,0
50000,male,high school,single,34,0
230000,female,university,married,54,0
240000,female,university,married,40,0
210000,female,graduate school,single,33,0
210000,female,graduate school,married,23,0
260000,female,university,single,33,0
500000,male,graduate school,married,35,0
420000,female,high school,single,27,0
500000,female,university,single,33,0
300000,female,graduate school,married,58,0
500000,male,university,married,53,0
200000,male,graduate school,married,36,0
500000,male,graduate school,married,42,0
200000,male,graduate school,single,32,0
80000,female,graduate school,single,39,0
340000,male,high school,single,38,0
160000,female,university,single,36,0
310000,female,graduate school,married,47,0
150000,female,high school,single,43,0
200000,female,university,married,34,0
20000,female,graduate school,single,22,0
200000,male,graduate school,single,30,0
200000,female,university,married,42,0
510000,male,graduate school,married,35,0
200000,male,graduate school,married,53,0
280000,female,graduate school,married,41,0
250000,female,high school,single,47,0
230000,male,graduate school,single,42,0
430000,female,university,married,41,0
240000,female,other,single,36,0
260000,male,university,married,53,0
500000,male,graduate school,single,32,0
120000,female,graduate school,married,35,0
480000,male,other,single,49,0
100000,female,university,single,23,0
50000,male,university,married,47,0
360000,male,university,single,28,0
390000,male,graduate school,married,36,0
360000,male,university,married,37,0
420000,female,graduate school,married,29,0
170000,male,graduate school,single,28,0
520000,female,high school,married,41,0
210000,male,high school,married,44,0
180000,female,graduate school,single,30,0
450000,male,graduate school,married,48,0
200000,female,university,married,40,0
500000,male,graduate school,married,42,0
150000,female,graduate school,married,36,0
110000,female,graduate school,married,31,0
270000,female,graduate school,married,43,0
120000,female,high school,married,45,0
160000,male,university,married,35,0
360000,female,graduate school,single,30,0
170000,female,graduate school,married,50,0
140000,female,graduate school,single,32,0
280000,female,university,married,27,0
360000,female,graduate school,married,34,0
500000,female,graduate school,married,39,0
80000,female,high school,married,51,0
230000,female,high school,married,43,0
230000,female,university,married,40,0
200000,male,graduate school,single,38,0
250000,female,high school,single,29,0
360000,female,graduate school,single,39,0
50000,female,university,married,38,0
90000,male,other,married,57,0
180000,female,graduate school,single,26,0
500000,female,graduate school,married,52,0
170000,male,graduate school,single,30,0
400000,female,university,single,37,0
150000,female,graduate school,single,40,0
210000,female,graduate school,single,32,0
390000,female,graduate school,married,32,0
500000,female,university,married,40,0
50000,female,university,single,34,0
50000,female,university,single,22,0
140000,female,high school,married,25,0
280000,female,university,single,31,0
360000,female,graduate school,single,31,0
290000,male,high school,single,43,0
250000,female,graduate school,married,50,0
150000,male,graduate school,single,26,0
